x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.8775347471237183,0.5530943870544434,9.715715805214131e-07,0.8109718561172485,0.355912983417511,-0.053773604333400726,0.691858172416687,0.2732728123664856,-0.08003474771976471,0.568608820438385,0.2778065502643585,-0.09628147631883621,0.4677264988422394,0.2721865773200989,-0.11194787174463272,0.5614057183265686,0.44355085492134094,-0.07527608424425125,0.39573240280151367,0.46424973011016846,-0.10857052356004715,0.29880625009536743,0.4817892909049988,-0.12947165966033936,0.220345139503479,0.5042543411254883,-0.14307256042957306,0.5668013691902161,0.5723083019256592,-0.06530146300792694,0.3942548632621765,0.5750304460525513,-0.09668349474668503,0.28223666548728943,0.585757315158844,-0.11870848387479782,0.19383013248443604,0.601098358631134,-0.13375473022460938,0.5917892456054688,0.6800671815872192,-0.05796733498573303,0.4289238452911377,0.6909863352775574,-0.08669592440128326,0.3291918635368347,0.7010805606842041,-0.10942461341619492,0.25039467215538025,0.7108630537986755,-0.12425430119037628,0.6302727460861206,0.7696843147277832,-0.05349656939506531,0.5062974691390991,0.7919431924819946,-0.08361682295799255,0.4297739863395691,0.806431233882904,-0.1014111265540123,0.36542367935180664,0.8152515888214111,-0.11082202941179276,Paper
0.8719431161880493,0.49819883704185486,1.1343782944095437e-06,0.7979363799095154,0.28514987230300903,-0.04842739179730415,0.6784172058105469,0.18139046430587769,-0.07088389992713928,0.5526196360588074,0.17702752351760864,-0.08461612462997437,0.45451995730400085,0.21987082064151764,-0.09817208349704742,0.5409950613975525,0.3539789319038391,-0.06953553855419159,0.3665231764316559,0.35577476024627686,-0.10466964542865753,0.2625737190246582,0.36133843660354614,-0.1274683028459549,0.17863643169403076,0.3716356158256531,-0.14117327332496643,0.5408602952957153,0.4866608679294586,-0.062460485845804214,0.3569088578224182,0.477536678314209,-0.09544799476861954,0.2352050542831421,0.47721999883651733,-0.12050779163837433,0.14230337738990784,0.4782007932662964,-0.13717037439346313,0.5626304149627686,0.6026018261909485,-0.05735085904598236,0.39236581325531006,0.5963983535766602,-0.08552829921245575,0.28332817554473877,0.5853703022003174,-0.10947737842798233,0.20146232843399048,0.5731545090675354,-0.12489785999059677,0.5987168550491333,0.7036659121513367,-0.05487186834216118,0.46906521916389465,0.7038034796714783,-0.0825091004371643,0.38671642541885376,0.6978789567947388,-0.09862177819013596,0.3186948299407959,0.6872028112411499,-0.10681504756212234,Paper
0.9364939332008362,0.4704006016254425,7.513739319620072e-07,0.8626734018325806,0.6812294721603394,0.005030635744333267,0.7517381906509399,0.7445074319839478,0.006909883115440607,0.645979106426239,0.7047133445739746,0.01146269217133522,0.5807062387466431,0.6626662015914917,0.01513647846877575,0.641334056854248,0.6475767493247986,-0.026848703622817993,0.48184385895729065,0.6404690742492676,-0.03794144093990326,0.38975992798805237,0.6340422630310059,-0.03986464440822601,0.3162919282913208,0.6253728270530701,-0.03842119127511978,0.6315634846687317,0.5141243934631348,-0.03334386646747589,0.45986056327819824,0.5358096957206726,-0.04957069829106331,0.35380056500434875,0.5448722839355469,-0.056467391550540924,0.2695060670375824,0.5451666712760925,-0.05773761123418808,0.6443756818771362,0.4015805721282959,-0.03616436570882797,0.48399263620376587,0.4302024841308594,-0.05024724453687668,0.3824601173400879,0.44910818338394165,-0.059246599674224854,0.3043862581253052,0.4582328200340271,-0.06187078729271889,0.6715841889381409,0.3053949475288391,-0.036415945738554,0.5457607507705688,0.32661378383636475,-0.03997106850147247,0.46996867656707764,0.34360015392303467,-0.03653905540704727,0.4060418903827667,0.35430607199668884,-0.031111951917409897,Paper
0.8843854665756226,0.7722533941268921,1.0663462717275252e-06,0.814292311668396,0.5543968081474304,-0.04874389246106148,0.6947833299636841,0.4630712866783142,-0.07483905553817749,0.5661882162094116,0.4659823775291443,-0.08643954992294312,0.4613174796104431,0.46066853404045105,-0.09787077456712723,0.5803686380386353,0.6187906265258789,-0.1146804690361023,0.39257627725601196,0.6464849710464478,-0.15192043781280518,0.2816869020462036,0.6714444160461426,-0.16424790024757385,0.19655102491378784,0.6974537372589111,-0.16846126317977905,0.5815160274505615,0.7522189021110535,-0.09972881525754929,0.38196808099746704,0.7640760540962219,-0.14484845101833344,0.2558390498161316,0.7811395525932312,-0.16076689958572388,0.1656985580921173,0.7931116819381714,-0.16606520116329193,0.6000136733055115,0.8581075072288513,-0.08188363909721375,0.4174586534500122,0.8637745976448059,-0.1173529103398323,0.30126315355300903,0.8734779953956604,-0.13302546739578247,0.21445325016975403,0.8771800398826599,-0.13834716379642487,0.632533609867096,0.9384980201721191,-0.06445764750242233,0.49702683091163635,0.9499495625495911,-0.09207295626401901,0.41219642758369446,0.9529792666435242,-0.10229314863681793,0.34258389472961426,0.9507960677146912,-0.10375271737575531,Paper
0.8239474892616272,0.6478528380393982,1.353560605821258e-06,0.7864882946014404,0.42678871750831604,-0.06550338864326477,0.6812446713447571,0.305391788482666,-0.09794847667217255,0.5601840019226074,0.27569061517715454,-0.117838054895401,0.4569009244441986,0.2767845392227173,-0.13859440386295319,0.530073881149292,0.43642860651016235,-0.10246202349662781,0.36340630054473877,0.37307965755462646,-0.1463633030653,0.2595752775669098,0.34301334619522095,-0.17394453287124634,0.17249345779418945,0.3244175314903259,-0.1913137137889862,0.5149804353713989,0.5803284645080566,-0.08898808062076569,0.33714914321899414,0.538743793964386,-0.13147234916687012,0.21864506602287292,0.5179515480995178,-0.16175803542137146,0.1258346140384674,0.5044293999671936,-0.181850403547287,0.5256986021995544,0.7021832466125488,-0.07707434892654419,0.3660668730735779,0.6738725900650024,-0.1135011538863182,0.26059943437576294,0.6493361592292786,-0.140150785446167,0.17757850885391235,0.6288449168205261,-0.157044917345047,0.5560523271560669,0.8006216287612915,-0.06845138221979141,0.43007588386535645,0.7802846431732178,-0.10444179177284241,0.3540037274360657,0.7650018930435181,-0.123004250228405,0.29072463512420654,0.7493480443954468,-0.13204385340213776,Paper
0.6554185748100281,0.22238679230213165,8.69315385898517e-07,0.5682805180549622,0.09958237409591675,-0.05161530524492264,0.4642268121242523,0.056307852268218994,-0.07617036998271942,0.3698366582393646,0.037706464529037476,-0.09401101619005203,0.29517585039138794,0.018206626176834106,-0.11133444309234619,0.3771674931049347,0.2968425452709198,-0.053754549473524094,0.25868868827819824,0.4029691517353058,-0.08422515541315079,0.1885972023010254,0.46881815791130066,-0.10756359994411469,0.13355490565299988,0.5220321416854858,-0.12320927530527115,0.4053409695625305,0.39844009280204773,-0.047123122960329056,0.2841634750366211,0.507079541683197,-0.07242874801158905,0.20263251662254333,0.5749532580375671,-0.09564124792814255,0.13875430822372437,0.624759316444397,-0.11216641217470169,0.44793999195098877,0.4783119857311249,-0.045200251042842865,0.3310680091381073,0.5738279819488525,-0.07023251801729202,0.2547410726547241,0.6288436055183411,-0.09276784956455231,0.1912824809551239,0.6705964803695679,-0.10739312320947647,0.49986469745635986,0.5362344980239868,-0.047127075493335724,0.4098591208457947,0.6139739751815796,-0.07380498200654984,0.35104870796203613,0.6578167676925659,-0.08853818476200104,0.2973763346672058,0.6906700134277344,-0.09603305906057358,Paper
0.8927605748176575,0.5135948061943054,6.977091402404767e-07,0.8139461278915405,0.7281637191772461,-0.02694300189614296,0.6869747042655945,0.7726403474807739,-0.039174001663923264,0.5674681663513184,0.7337335348129272,-0.04596944898366928,0.47935980558395386,0.7511453628540039,-0.052954766899347305,0.5850709080696106,0.6161583662033081,-0.04431137442588806,0.42687690258026123,0.5872529745101929,-0.07023533433675766,0.33623817563056946,0.565009593963623,-0.08563143014907837,0.26568078994750977,0.5434362888336182,-0.09373241662979126,0.5947093367576599,0.479461669921875,-0.047325026243925095,0.4259337782859802,0.472086101770401,-0.07098431140184402,0.31992170214653015,0.4648662805557251,-0.08946340531110764,0.23674458265304565,0.4516700804233551,-0.10094175487756729,0.6222013831138611,0.3702015280723572,-0.05178038030862808,0.4601908326148987,0.3685799837112427,-0.07759710401296616,0.35978710651397705,0.3669913709163666,-0.09765046089887619,0.28113433718681335,0.36014991998672485,-0.10919016599655151,0.6582815051078796,0.2806601822376251,-0.0570034459233284,0.5377212762832642,0.2743207514286041,-0.07999400049448013,0.45923399925231934,0.27732187509536743,-0.09072500467300415,0.392341673374176,0.27598893642425537,-0.09503160417079926,Paper
0.9360438585281372,0.5868213176727295,6.430343546526274e-07,0.8337273597717285,0.7806279063224792,-0.016682719811797142,0.6901308298110962,0.8287835121154785,-0.02775573544204235,0.5616446137428284,0.7865155935287476,-0.0352030023932457,0.4607560634613037,0.7795858383178711,-0.040855638682842255,0.5885305404663086,0.6671819686889648,-0.03984843194484711,0.40973997116088867,0.6255359053611755,-0.0673893466591835,0.31216365098953247,0.5959843397140503,-0.08028587698936462,0.2372206151485443,0.5682801008224487,-0.08579835295677185,0.6020708680152893,0.5286784172058105,-0.04796190932393074,0.41038763523101807,0.5009737014770508,-0.07406431436538696,0.2965010404586792,0.48048460483551025,-0.08756086230278015,0.2109583020210266,0.46138641238212585,-0.09465935081243515,0.6312655806541443,0.41761788725852966,-0.05673377960920334,0.45136764645576477,0.39354997873306274,-0.07934535294771194,0.3447611331939697,0.3784709572792053,-0.08971357345581055,0.2633999288082123,0.367424339056015,-0.09458751976490021,0.6705978512763977,0.3248871862888336,-0.06605983525514603,0.5363371968269348,0.30215877294540405,-0.08261367678642273,0.4510957598686218,0.29684799909591675,-0.08558857440948486,0.3813745975494385,0.29208433628082275,-0.08426126092672348,Paper
0.8026827573776245,0.4284325838088989,6.643869028266636e-07,0.7213839292526245,0.6545364856719971,-0.016885746270418167,0.5899192690849304,0.7187142968177795,-0.02575897052884102,0.4606178402900696,0.694731593132019,-0.02921186201274395,0.35977208614349365,0.7038867473602295,-0.03153841197490692,0.4725401699542999,0.5594810843467712,-0.039601705968379974,0.29771310091018677,0.5564843416213989,-0.05744975432753563,0.20344209671020508,0.551321804523468,-0.06492514163255692,0.12963032722473145,0.5412659645080566,-0.06695941090583801,0.47519639134407043,0.4171468913555145,-0.04251649230718613,0.2873585820198059,0.4340820014476776,-0.057185616344213486,0.17822325229644775,0.4428784251213074,-0.0657900720834732,0.09615164995193481,0.4402215778827667,-0.07009942084550858,0.4976443350315094,0.303216814994812,-0.04533961042761803,0.3214181065559387,0.31816941499710083,-0.0607285350561142,0.22107869386672974,0.32863056659698486,-0.07171931862831116,0.143492192029953,0.3335224986076355,-0.07779469341039658,0.530974268913269,0.21080976724624634,-0.04816834256052971,0.3991990089416504,0.21407097578048706,-0.060548216104507446,0.31927353143692017,0.22334036231040955,-0.06439505517482758,0.24975906312465668,0.2306813895702362,-0.06420241296291351,Paper
0.8260461091995239,0.7098819017410278,9.790958301891806e-07,0.7522586584091187,0.50531005859375,-0.038298752158880234,0.6497719287872314,0.37049707770347595,-0.06831044703722,0.5514264702796936,0.2593793570995331,-0.0945202186703682,0.49668216705322266,0.13934263586997986,-0.1220984011888504,0.49955129623413086,0.5375081300735474,-0.06563378125429153,0.34028807282447815,0.4989062249660492,-0.10159270465373993,0.24343204498291016,0.4805109202861786,-0.12687286734580994,0.1660192906856537,0.4671976566314697,-0.1444501131772995,0.48934072256088257,0.6692124009132385,-0.06828411668539047,0.31696003675460815,0.6495385766029358,-0.09901541471481323,0.20745743811130524,0.6450130343437195,-0.12123750150203705,0.1238487958908081,0.6458393931388855,-0.13777470588684082,0.5061862468719482,0.7899699211120605,-0.07247157394886017,0.34490132331848145,0.7961185574531555,-0.09980113059282303,0.24625767767429352,0.8025906085968018,-0.1206892654299736,0.17004379630088806,0.8051669597625732,-0.13590073585510254,0.541355550289154,0.8924233317375183,-0.07898180931806564,0.42533251643180847,0.9273356199264526,-0.10528798401355743,0.3494130074977875,0.9496004581451416,-0.11822173744440079,0.2846340537071228,0.9647470712661743,-0.12543343007564545,Paper
